timestamp,open,high,low,close,volume
2026-01-26T00:00:00+08:00,94670.99,96822.97,93150.34,93344.53,17395.157
2026-01-27T00:00:00+08:00,93334.14,93731.37,87472.0,89909.27,23069.9919
2026-01-28T00:00:00+08:00,89917.34,93237.8,87674.6,88239.21,19604.9783
2026-01-29T00:00:00+08:00,88277.41,88579.34,86318.43,86828.96,14467.4382
2026-01-30T00:00:00+08:00,86832.68,849849.19,86634.52,849849.19,20406.4855
2026-01-31T00:00:00+08:00,89419.7,91154.42,87556.85,90871.64,14278.9272
2026-02-01T00:00:00+08:00,90842.54,91745.26,88118.08,89971.35,23452.0329
2026-02-02T00:00:00+08:00,90012.26,90543.77,87444.05,88065.35,11820.1698
2026-02-03T00:00:00+08:00,88030.98,88907.52,86472.37,87576.15,18507.2931
2026-02-04T00:00:00+08:00,87610.77,90201.71,86775.24,89546.66,14776.0649
2026-02-05T00:00:00+08:00,89514.43,91432.86,88325.29,90750.56,20439.8643
2026-02-06T00:00:00+08:00,90772.1,93223.06,88544.94,92501.53,14799.0924
2026-02-07T00:00:00+08:00,92482.42,92822.03,90626.31,91967.92,21330.7358
2026-02-08T00:00:00+08:00,91977.47,93373.48,89589.69,91617.3,10076.49
2026-02-09T00:00:00+08:00,91613.43,93631.11,88427.05,89405.61,18290.291
2026-02-10T00:00:00+08:00,89387.98,91580.93,88135.49,88360.06,17286.7075
2026-02-11T00:00:00+08:00,88375.55,89199.3,87732.05,88526.75,15186.1967
2026-02-12T00:00:00+08:00,88559.97,88901.11,86024.73,86161.1,19462.4906
2026-02-13T00:00:00+08:00,86175.67,86879.37,85249.91,85890.23,13203.4316
2026-02-14T00:00:00+08:00,85846.08,89261.94,83434.71,88969.77,12794.3673
2026-02-15T00:00:00+08:00,88981.41,91560.54,86703.19,88059.87,14019.4667
2026-02-16T00:00:00+08:00,88045.95,90451.89,84860.36,85852.8,19567.9851
2026-02-16T00:00:00+08:00,88045.95,90451.89,84860.36,85852.8,19567.9851
2026-02-17T00:00:00+08:00,85876.75,87176.21,85503.28,86651.74,10024.4562
2026-02-18T00:00:00+08:00,86643.31,90415.11,84500.78,90243.41,14567.0271
2026-02-19T00:00:00+08:00,90243.22,92168.51,87067.19,88872.68,17584.4442
2026-02-20T00:00:00+08:00,88897.68,89109.68,86568.39,87219.28,8698.3378
2026-02-21T00:00:00+08:00,87214.96,87946.01,84502.38,85017.18,19458.565
2026-02-22T00:00:00+08:00,84998.59,86580.65,84549.84,84796.7,13807.1973
2026-02-23T00:00:00+08:00,84796.75,85005.84,81066.88,81830.3,22660.2916
2026-02-24T00:00:00+08:00,81812.84,84962.42,81682.38,83660.19,22045.6726
2026-02-25T00:00:00+08:00,83649.83,84850.55,81061.84,81208.51,10954.99
2026-02-26T00:00:00+08:00,81242.88,81471.06,79058.72,80205.07,17286.8945
2026-02-27T00:00:00+08:00,80211.45,80416.75,78735.98,79043.68,20447.2344
2026-02-28T00:00:00+08:00,79002.42,80967.43,77960.69,77977.0,17241.9978
2026-03-01T00:00:00+08:00,78036.0,79434.34,77540.48,79303.93,12021.3396
2026-03-02T00:00:00+08:00,79596.64,80617.17,78782.36,78849.95,12957.7447
2026-03-03T00:00:00+08:00,78867.61,79392.84,77535.22,77617.81,12437.6712
2026-03-04T00:00:00+08:00,77604.59,77690.83,76179.96,77195.21,23289.0971
2026-03-05T00:00:00+08:00,77215.24,80440.87,75806.96,79398.04,20039.6497
2026-03-06T00:00:00+08:00,79391.5,79490.53,76076.18,77247.05,14669.8074
2026-03-07T00:00:00+08:00,77244.98,77505.76,76945.07,77081.82,20533.7355
2026-03-08T00:00:00+08:00,77121.34,77894.25,74536.54,76101.93,19202.0223
2026-03-09T00:00:00+08:00,76102.68,76875.33,75796.8,76569.64,14311.0172
2026-03-10T00:00:00+08:00,76563.71,9070.85,75161.96,75590.43,9578.5209
2026-03-11T00:00:00+08:00,75575.09,76591.05,74516.09,75512.22,16683.9562
2026-03-12T00:00:00+08:00,75509.47,78646.42,75377.77,77597.55,19930.6409
2026-03-13T00:00:00+08:00,77566.43,78724.78,76604.68,76874.44,8495.6098
2026-03-14T00:00:00+08:00,76878.56,78583.88,75907.85,76374.8,15596.408
2026-03-15T00:00:00+08:00,76417.18,77813.08,74122.74,75528.84,18057.8558
2026-03-16T00:00:00+08:00,75513.52,79284.48,75296.98,77362.26,12621.9766
2026-03-17T00:00:00+08:00,77374.76,79045.83,76923.15,78752.39,22818.1926
2026-03-18T00:00:00+08:00,78755.99,79578.03,75517.16,76007.13,21004.6374
2026-03-19T00:00:00+08:00,75981.46,78444.02,72932.24,77885.02,18127.8133
2026-03-20T00:00:00+08:00,77912.78,79192.12,75521.26,75596.79,11212.6316
2026-03-21T00:00:00+08:00,75583.82,76911.92,73861.83,74058.54,11509.315
2026-03-22T00:00:00+08:00,74040.24,75244.22,73262.01,74510.58,17157.2418
2026-03-23T00:00:00+08:00,74535.14,74940.69,72657.87,74555.73,17290.6988
2026-03-23T00:00:00+08:00,74535.14,74940.69,72657.87,74555.73,17290.6988
2026-03-24T00:00:00+08:00,74523.44,76559.51,73962.22,76126.4,17130.3905
2026-03-25T00:00:00+08:00,76146.82,76866.0,75934.75,76102.07,22976.0848
2026-03-26T00:00:00+08:00,76070.73,76116.45,74490.36,75209.27,14341.3409
2026-03-27T00:00:00+08:00,75220.12,76743.6,75107.58,75587.19,15038.4369
2026-03-28T00:00:00+08:00,75603.97,77743.84,75545.84,76188.49,11598.2412
2026-03-29T00:00:00+08:00,76193.16,76738.42,75014.8,76381.5,11203.5309
2026-03-30T00:00:00+08:00,76392.97,79373.37,75972.89,78335.1,14705.1492
2026-03-31T00:00:00+08:00,78327.49,79181.7,77213.36,78647.64,16163.6924
2026-04-01T00:00:00+08:00,78653.91,79413.53,76685.14,77156.17,18453.0677
2026-04-02T00:00:00+08:00,77167.92,79561.66,75544.03,76678.69,16375.7648
2026-04-03T00:00:00+08:00,76629.94,77312.36,71683.54,72994.07,17028.8258
2026-04-04T00:00:00+08:00,73008.4,75155.92,72930.81,73945.83,18961.2231
2026-04-05T00:00:00+08:00,73967.55,75294.31,71618.92,71977.19,13332.704
2026-04-06T00:00:00+08:00,71952.69,72314.71,70877.8,71175.27,13831.7349
2026-04-07T00:00:00+08:00,71160.08,72863.0,71028.32,71067.51,16798.6373
2026-04-08T00:00:00+08:00,71111.89,71505.02,70857.32,71252.89,16456.1578
2026-04-09T00:00:00+08:00,71236.2,72192.22,70805.98,70896.63,16267.1145
2026-04-10T00:00:00+08:00,70885.51,73329.53,70587.18,72297.55,8971.113
2026-04-11T00:00:00+08:00,72323.96,72442.17,70395.64,71526.81,16553.0405
2026-04-12T00:00:00+08:00,71494.65,72052.82,68718.15,69548.36,21540.6222
2026-04-13T00:00:00+08:00,69541.6,69984.69,67998.03,68639.97,13895.8515
2026-04-14T00:00:00+08:00,68674.06,69274.49,67982.68,68411.0,14696.3882
2026-04-15T00:00:00+08:00,68408.59,69500.05,66337.76,66803.35,17503.7181
2026-04-16T00:00:00+08:00,66784.53,66816.37,63859.52,64269.15,13010.6838
2026-04-17T00:00:00+08:00,64265.22,67946.39,62961.71,67121.8,19880.0758
2026-04-18T00:00:00+08:00,67154.7,67520.12,66582.02,66811.33,21989.6472
2026-04-19T00:00:00+08:00,66813.39,68126.81,66242.81,67884.33,14913.7899
2026-04-20T00:00:00+08:00,67870.78,69200.39,66231.99,68979.35,8404.6045
2026-04-21T00:00:00+08:00,68988.37,69416.51,67257.7,67397.37,9850.9948
2026-04-22T00:00:00+08:00,67387.09,68148.15,65400.59,65621.53,13632.1939
2026-04-23T00:00:00+08:00,65620.87,67426.46,64866.2,66174.38,16517.4452
2026-04-24T00:00:00+08:00,66168.7,66679.2,63773.39,64834.77,21849.8554
2026-04-25T00:00:00+08:00,64858.33,66378.57,64340.69,65756.57,10751.8834
2026-04-26T00:00:00+08:00,65722.08,68191.9,65286.51,68000.68,20275.6745
2026-04-27T00:00:00+08:00,68013.04,68149.5,65428.21,66027.23,17586.1477
2026-04-28T00:00:00+08:00,66026.49,66525.36,62316.57,63769.5,19860.0009
2026-04-29T00:00:00+08:00,63761.78,66941.1,63449.19,65332.61,16307.3237
2026-04-30T00:00:00+08:00,65331.51,67834.97,64293.79,67706.7,15951.4775
