date,open,high,low,close,volume
2026-02-07,3073.58,3159.5,3048.2,3152.35,169868.4258
2026-02-08,3152.01,3247.53,3055.89,3214.08,306807.8891
2026-02-09,3215.8,3255.2,3086.35,3179.63,199751.6177
2026-02-14,3165.83,3201.56,3082.85,3146.67,177585.8418
2026-02-13,3268.93,3302.01,3159.92,3167.06,264395.8303
2026-02-12,3254.26,3290.11,3253.83,3267.67,184941.563
2026-02-11,3237.35,3294.06,3219.05,3253.62,260485.512
2026-02-10,3178.55,3265.81,3140.86,3237.68,345448.6252
2026-02-15,3146.22,3179.65,3104.63,3152.64,158890.4119
2026-02-16,3152.59,3205.39,2957.45,3030.86,374539.0435
2026-02-17,3030.37,3087.88,2918.92,2998.26,295907.4936
2026-02-18,3000.22,3071.22,2987.01,3039.65,233625.6237
2026-02-19,3039.42,3190.58,3036.31,3121.07,205915.5549
2026-02-20,3120.4,3140.92,2994.77,3045.21,230777.5606
2026-02-21,3044.92,3066.49,2851.16,2905.19,172610.4493
2026-02-22,2906.48,2921.96,2884.74,2912.75,309532.0471
2026-02-23,2911.62,3064.04,2889.03,2987.65,320104.0965
2026-02-24,2986.69,3059.88,2910.99,2940.0,264719.7255
2026-02-25,2942.06,2937.86,3066.09,3001.67,281668.4877
2026-02-26,2999.57,3023.95,2924.25,2986.58,372105.8536
2026-02-27,2987.88,3222.21,2953.43,3096.61,218076.9399
2026-02-28,3097.46,3159.56,3089.85,3120.37,282618.0103
2026-03-01,3118.66,3126.54,3033.96,3098.62,145720.6909
2026-03-02,3098.37,3122.33,3035.51,3038.65,321502.1337
2026-03-03,3039.51,3085.02,3015.6,3025.71,316690.9701
2026-03-04,3026.45,3245.8,2988.81,3185.34,199857.8599
2026-03-05,3183.21,3192.44,3134.84,3158.95,353537.0142
2026-03-06,3158.9,3210.8,3072.76,3133.62,311692.0525
2026-03-07,3134.75,3185.06,3071.48,3135.53,347897.4502
2026-03-08,3134.52,3286.62,3094.48,3239.52,232437.0205
2026-03-09,3241.59,3310.04,3113.36,3190.33,341585.3647
2026-03-10,3188.3,3289.16,3156.0,3221.72,241121.9967
2026-03-11,3224.01,3358.24,3172.92,3213.57,232628.5944
2026-03-12,3212.06,3218.11,3060.77,3079.39,293309.079
2026-03-13,3079.49,3154.82,3025.68,3065.45,236240.8162
2026-03-14,3065.43,3107.97,3025.51,3060.49,277717.0981
2026-03-15,3060.63,3143.17,2990.62,3135.76,206737.1347
2026-03-16,3136.63,3222.45,3115.78,3181.61,120047.2013
2026-03-17,3182.04,3207.5,2978.44,2991.73,332250.5505
2026-03-18,2990.47,3162.3,2874.99,3095.43,317420.893
2026-03-19,3096.77,3264.26,3086.03,3207.18,146393.8855
2026-03-20,3205.46,3273.73,2957.16,3003.2,218498.7986
2026-03-21,3002.59,3088.81,2820.87,2901.6,279512.4884
2026-03-22,2902.85,2953.64,2844.28,2915.4,125271.5692
2026-03-23,2915.23,2966.5,2758.54,2801.81,298061.2628
2026-03-24,2801.96,2889.13,2755.35,2769.34,306936.0734
2026-03-25,2769.95,2832.32,2707.02,2716.9,304069.4725
2026-03-26,2717.08,2742.44,2636.28,2651.09,135573.5194
2026-03-27,2649.46,2710.97,2626.08,2696.62,272894.4229
2026-03-28,2696.57,2741.79,2628.09,2739.55,274835.2188
2026-03-29,2740.84,2750.87,2646.2,2667.26,341045.639
2026-03-30,2666.06,2730.47,2593.52,2675.57,202079.0142
2026-03-31,2677.21,2744.49,2663.47,2701.37,357636.443
2026-04-01,2701.02,2767.45,2651.92,2714.53,143556.9994
2026-04-02,2714.22,2725.56,2571.57,2665.84,275505.0719
2026-04-03,2665.39,2675.24,2549.23,2556.37,140167.5536
2026-04-04,2555.8,2587.11,2449.34,2503.09,252886.0379
2026-04-05,2502.9,2663.88,2486.34,2613.54,350974.8518
2026-04-06,2614.17,2685.17,2512.04,2528.66,245026.0934
2026-04-07,2529.29,2542.85,2476.54,2502.83,136556.8276
2026-04-08,2503.45,2525.3,2495.4,2503.51,151314.1077
2026-04-09,2501.91,2702.0,2491.88,2637.71,132487.3438
2026-04-10,2637.39,2759.15,2620.48,2737.19,177356.3463
2026-04-11,2737.87,2802.66,2702.3,2761.65,175152.2568
2026-04-12,2761.84,2885.1,2679.17,2841.36,274073.1237
2026-04-13,2842.18,2894.23,2730.46,2759.51,305663.394
2026-04-14,2759.8,2810.34,2746.08,2751.65,332322.6286
2026-04-15,2750.84,2881.52,2704.11,2827.9,304444.4823
2026-04-16,2827.68,2836.1,2792.51,2818.14,167881.8619
2026-04-17,2817.62,2849.67,2804.28,2839.52,258310.0422
2026-04-18,2840.44,2886.88,2805.32,2815.34,160129.3016
2026-04-19,2815.45,2843.22,2592.79,2691.21,305684.8228
2026-04-20,2690.44,2748.24,2607.28,2630.07,128116.8375
2026-04-21,2630.76,2638.64,2518.0,2564.55,208584.4152
2026-04-22,2563.89,2573.12,2407.68,2471.94,184064.1823
2026-04-23,2472.66,2515.45,2459.82,2465.69,172821.7119
2026-04-24,2464.89,2588.28,2410.75,2580.36,266166.7198
2026-04-25,2580.22,2616.7,2459.36,2480.37,206574.5368
2026-04-26,2481.49,2501.39,2473.72,2496.56,358516.2381
2026-04-27,2495.2,2524.36,2453.63,2490.85,352873.2832
2026-04-28,2490.66,2553.96,2488.7,2545.5,227409.3628
2026-04-29,2546.12,2568.7,2461.17,2468.64,301756.6515
2026-04-30,2468.45,2481.42,2393.92,2411.01,253403.7913
