time,open,high,low,close,volume
2026-02-17,86704.43,90478.89,84560.39,90307.06,1321354686.99
2026-02-18,90260.13,92185.77,87083.5,88889.33,1877443378.99
2026-02-19,88944.15,89156.26,86613.64,87264.88,818156786.73
2026-02-20,87237.07,87968.3,84523.81,85038.73,1782312540.6
2026-02-21,85068.42,86651.78,84619.29,84866.35,1010604527.05
2026-02-22,84846.87,85056.08,81114.8,81878.67,1896414629.95
2026-02-23,81861.18,85012.62,81730.65,83709.63,1587562860.01
2026-02-24,83688.6,84889.88,81099.42,81246.15,1039258965.91
2026-02-25,81272.78,81501.05,79087.82,80234.59,1224025776.18
2026-02-26,80243.38,80448.76,78767.32,79075.14,1514703735.46
2026-02-27,79091.75,81058.98,78048.83,78065.16,1294609162.67
2026-02-28,78029.34,79427.55,77533.86,79297.15,972277311.59
2026-03-01,79306.59,80759.87,78835.44,79658.95,1463290828.24
2026-03-02,79688.03,80709.74,78872.82,78940.49,1081336486.44
2026-03-03,78913.94,79439.48,77580.77,77663.41,961210645.5
2026-03-11,75579.55,76595.57,74520.48,75516.67,1070423476.51
2026-03-12,75562.31,78701.46,75430.52,77651.86,1522108518.52
2026-03-13,77615.2,78774.28,76652.84,76922.77,630768275.53
2026-03-14,76963.96,78671.18,75992.18,76459.64,1262049875.06
2026-03-15,76432.09,77828.25,74137.19,75543.57,1152755618.21
2026-03-16,75543.72,79316.2,75327.1,77393.2,942703459.59
2026-03-17,77417.17,79089.16,76965.32,78795.56,1656119800.78
2026-03-18,78789.04,79611.42,75548.85,76039.02,1573024232.92
2026-03-19,76035.85,78500.17,72984.45,77940.78,1542412175.65
2026-03-20,77935.94,79215.66,75543.71,75619.26,985567404.88
2026-03-21,75597.17,76925.5,73874.87,74071.62,914687206.52
2026-03-22,74105.4,75310.43,73326.48,74576.14,1398786959.74
2026-03-23,74562.03,74967.73,72684.08,74582.63,1194935473.83
2026-03-24,74597.06,76635.15,74035.29,76201.61,1296506643.88
2026-03-25,76153.9,76873.15,75941.81,76109.15,1740543507.76
2026-03-26,76128.96,76174.71,74547.38,75266.84,1091712577.43
2026-03-27,75255.96,76780.17,75143.37,75623.21,1164637242.06
2026-03-28,75660.16,77801.63,75601.99,76245.12,950710816.36
2026-03-29,76223.62,76769.1,75044.79,76412.03,858423801.84
2026-03-30,76388.86,79369.1,75968.8,78330.88,1010212687.84
2026-03-31,78327.21,79181.42,77213.09,78647.37,1091007264.35
2026-04-01,78659.25,79418.93,76690.36,77161.41,1519958764.76
2026-04-02,77176.81,79570.82,75552.73,76687.51,1392368592.76
2026-04-03,76684.73,77367.64,71734.8,73046.27,1253002705.97
2026-04-04,73055.34,75204.24,72977.69,73993.37,1383677165.9
2026-04-05,74002.86,75330.26,71653.11,72011.55,1047872937.32
2026-04-06,72005.51,72367.8,70929.84,71227.53,913638262.45
2026-04-07,71212.45,72916.63,71080.6,71119.82,1362599026.03
2026-04-08,71138.66,71531.95,70884.0,0.0,1165716317.5
2026-04-09,71293.27,72250.06,70862.7,70953.43,1073202139.17
2026-04-10,70902.11,73346.7,70603.71,72314.48,640057979.02
2026-04-11,72362.44,72480.72,70433.1,71564.87,1243595563.26
2026-04-12,71528.2,72086.63,68750.4,69580.99,1320660577.58
2026-04-13,69606.34,70049.84,68061.33,68703.87,946252870.85
2026-04-14,68668.8,69269.18,67977.48,68405.76,1080799262.73
2026-04-15,68402.57,69493.93,66331.92,66797.47,1046258398.13
2026-04-16,66798.13,66829.98,63872.52,64282.24,861524021.9
2026-04-17,64319.66,68003.94,63015.03,67178.65,1363917772.0
2026-04-18,67149.76,67515.15,66577.12,66806.41,1490341544.8
2026-04-19,66839.0,68152.92,66268.2,67910.34,1001661257.26
2026-04-20,67867.76,69197.31,66229.05,68976.29,624970642.78
2026-04-21,69003.11,69431.34,67272.06,67411.76,639293871.23
2026-04-22,67397.34,68158.51,65410.53,65631.51,928477407.7
2026-04-23,65653.19,67459.66,64898.14,66206.98,1123885108.7
2026-04-24,66218.43,66729.33,63821.32,64883.5,1397545930.69
2026-04-25,64862.16,66382.49,64344.48,65760.45,793419346.95
2026-04-26,65760.05,68231.29,65324.23,68039.96,1178297357.11
2026-04-27,68038.96,68175.47,65453.14,66052.4,1188919421.14
2026-04-28,66068.9,66568.09,62356.6,63810.46,1248956881.98
2026-04-29,63788.52,66969.17,63475.79,65360.01,987103590.27
2026-04-30,65368.78,67873.67,64330.48,67745.33,1040847650.54
